x,y,z,class_prior
2.37643375983959,2.59866860891301,1.76192716970740,3
3.57454779472173,1.07466323813055,3.55013086095783,1
4.35954205404832,0.532650376773009,2.50855676524179,1
2.29604879201578,1.99352786785273,1.18022615488881,3
1.45703059510932,3.99636863920936,2.47956549710236,1
0.904742720869258,3.99236072108522,0.641671106571923,2
0.993442116551206,1.09770512972420,2.13035292031816,3
1.56122582894067,2.22364335564006,0.409651592716252,2
3.36670942815293,-0.266179399488611,2.80003273110118,1
0.792805022854036,2.09860104747323,3.28494759528715,3
-0.996178347028921,2.94793374783621,1.61850551870286,2
1.40218763453192,2.90961852065730,2.72822831109847,3
3.94612132868619,1.15211987741454,3.15912534032021,2
-0.992522364152392,2.73820980988719,2.44207803856550,1
-1.97177424359193,3.51472602908992,2.09621867149186,1
-1.60176602505420,2.93078507250326,3.51805087848680,1
2.26472684243215,2.57633993143112,1.54372937118229,3
3.28488910582009,2.89845804936821,1.73972137335324,3
2.16545010118268,1.65834305461997,2.03271537990464,2
3.50402860405433,-0.839693647730684,3.58432470540047,1
1.44261124639114,3.50846637277497,1.30649959026212,2
-0.958929239262156,1.07476993751534,2.47362718746689,1
3.13014563886562,0.730775686613049,3.59345551191270,3
2.04146896614812,1.98225322749742,2.87056662932192,3
-0.917689904922000,4.42618478843277,3.68947087690193,1
-0.701236360822555,2.51969352581542,3.25024928371970,1
3.03834841147079,-0.449208920734262,1.72360303311876,1
3.28849811604533,0.336279072729795,4.62546931349594,1
1.91782718550322,2.28377633401345,0.992046005993917,2
2.34392363589942,3.29206358216383,1.57443812838840,3
3.40332962412694,0.364048233068098,0.972924512628428,1
1.33783778184968,0.999939950583761,2.50480841886973,2
1.90363793968986,3.03292818338403,-0.179223428509301,2
3.99071911004847,1.29560566781146,3.27655950228450,1
2.25798315602748,0.858119564412067,4.92092266485938,1
1.76547670374451,0.405656784311054,3.04181714099926,1
0.577505314384703,1.20630882952793,2.96231992850068,2
1.67664626905172,1.54912416231567,1.45690938848282,2
-1.06026806127967,1.76414638972289,2.24401404042847,1
1.32189376785727,1.85940916121174,3.23636913639324,1
1.12493221492670,0.268750976987942,3.06257891526577,1
0.986244333439294,1.89585377034770,2.16210300097034,3
3.05496914256139,2.10934016750156,2.03353402299689,2
0.718799021213022,1.90408288895889,1.63369627130162,2
0.986226129037306,2.21400137773790,1.33265479279430,1
0.576543098678663,2.04251401126457,1.55061058839161,2
2.12990296704967,1.76070705508286,1.86606966262058,3
0.123033051472157,3.71468282428489,3.26338027750670,1
3.65770260028822,2.53119630803012,2.09828227180546,3
1.69748463591894,0.597629982809449,1.27107680488947,2
-0.680784309249032,2.11726529288054,2.37565241153768,1
-0.671625770391074,3.25989045642406,2.82681545289887,1
2.63412954732997,2.98338926733650,1.71693054114787,3
0.830451367457523,2.97536124216719,2.68537242248575,3
1.38908399576590,0.649233842512316,2.48749223548900,3
0.816944007841528,2.20125754860421,1.90137763871091,3
1.19377104478389,1.79252635553944,3.68487115206457,1
0.921854015218257,2.52479901124386,2.54258215229254,2
3.06856367715033,2.97344693121757,1.59070084411353,3
2.29520151236066,0.430321201403098,3.61247506945100,3
0.114274982884921,0.649110432367811,2.59346922470554,2
1.33965880355268,3.34404496608483,2.44596229258642,3
-0.119506400942288,2.39936284811949,2.22220876112430,1
0.572754298496799,0.647876452185628,1.30681496994677,2
1.35778672842702,-0.347954417621502,2.29636045355875,3
2.15918317051464,0.199892164304377,3.72665849991581,1
1.21250734076403,1.41214338706863,3.33362245732888,2
2.61017247610632,0.736501117187513,3.19150019740380,1
-1.19574533119795,-0.646098689995855,2.00490012896948,2
2.04697479047506,3.10614869635843,2.43812955035914,3
3.60016365892328,3.68579447237595,2.25958083444273,3
1.49048990072844,0.893959025788348,1.71878978872444,3
2.14596458300385,-0.265076137362506,4.45263330339233,1
0.139729519847195,1.38170541905168,3.20950969141786,2
0.714391939070537,0.555159457807331,2.77475764772119,3
1.30352025753822,0.510223152346853,1.50108084674436,2
1.85238045446588,2.91103988649338,3.54017253967250,3
3.00248265003711,1.54514953888747,1.63109079326343,3
0.464777086277062,2.68554181857008,1.57789856031494,3
0.353869526688768,3.46357986959136,1.94744985423763,3
-1.13039212397796,3.69779469385512,2.86977987616608,1
-0.109185820059364,3.17769238250654,1.92230729893563,3
3.34022113554385,0.00888445526072991,3.06294073737000,1
0.925213836788889,1.62853273531772,1.51124852281542,3
3.70670469254612,2.76841068511615,1.64526735944760,2
2.48385033955497,3.26649619764467,2.55707228864867,2
2.76999804608549,2.04693527174483,3.67020235116974,3
2.39309929802417,2.29403903121163,2.69421459255590,3
2.73697859091668,0.856040710819077,2.37468721722455,3
2.46913106016321,0.931055326053479,4.15770744998262,3
1.13653479460005,1.00414866573926,3.71143912128437,1
1.69209138586076,1.47914263717600,2.44927399804810,3
1.53692691420167,1.62335715016918,3.42706009021603,3
3.07395465342235,3.20326109906561,3.27647142227685,2
2.44979612754561,1.93801386127674,3.79521149685381,3
3.11981721958164,1.86074943502372,2.06377209305890,3
2.99349896443556,2.37362230063072,0.562941896993403,3
2.65912317517507,5.58484865132787,0.489060239881871,3
2.53018287463713,1.22498761668251,3.16250583575695,2
1.65275331376761,1.36986349780676,1.25940261559533,3
2.18282235861868,1.92694960623584,1.81790580736830,3
0.518758476195339,3.62388467031993,3.21091884396385,1
0.619832296932090,2.23677088834076,1.57259631194799,3
1.08400632239515,1.67082435063482,4.88521563264823,2
1.08733068751440,3.41340039668550,1.76991027579605,3
1.55429490754140,0.0521423864194031,4.30229742360454,2
2.57633013403282,1.04170563288593,2.70600892683032,3
1.89773983063174,0.966114588879487,1.84656892764667,2
2.68393076891420,1.89047419221723,1.07785449748938,3
3.44476242616094,2.61345468786128,1.41060506166858,1
3.58008058113360,-1.17644076888471,2.32495144447991,1
3.27431992138067,0.0446786661595549,2.82983250384912,1
5.72111168325588,0.383368218057403,3.58030173812655,1
3.07394850315954,2.29607254625177,2.55823061581306,2
2.59733936023104,2.35517966600979,2.22117654608480,2
4.49373953947869,-0.0509080543575844,4.45090196857542,1
0.714700110806195,2.34605200860556,3.07973658951559,3
3.71701405173578,2.45389607653557,1.32241140639656,3
3.02882373536857,-1.18139480532425,3.11107471770923,1
1.70980310777028,2.64421218102680,1.63788198218929,3
3.21684786823400,1.24411064768459,2.50011709574253,1
0.942730086410961,4.05249623555394,2.46592421555941,1
1.45028444277861,3.40968708506884,3.03450166486734,2
1.66900410068470,1.94996622896279,3.04918751997312,3
1.45528913303208,1.23178158080800,3.30994695434374,3
0.970460744822868,2.17499271363997,1.74201822537117,3
0.715269870691670,3.08954891729392,0.860981134809002,2
1.92180387723179,1.66898981651181,1.49805075510455,3
2.28646822535520,0.832120268675045,1.77914169556572,3
1.95978073311126,0.609997294892565,0.974395040101160,2
1.50730032696528,3.26998291780563,1.97839276404021,3
4.43243440956391,3.19898679874684,3.64616450982423,3
1.54524397581346,0.807416906131486,3.40673393229055,1
-0.801661049122389,2.91280637190580,3.34319070553655,1
0.996162840009992,2.56026026375612,2.08852607960683,2
1.01089083212132,1.34205656656558,1.95851192994020,3
1.76696160252605,1.15684116483233,1.78693418362347,3
0.441200828026079,0.567328519582346,1.92311832571398,2
1.62702217596949,1.27893951166565,3.87039162485501,3
2.15134137042099,3.17753281945191,2.61208524245172,1
0.0923296910427329,2.39382598576283,2.88796362451629,1
2.63273371637095,1.18908767829648,2.36985905989396,2
3.11479712360203,-0.646216969581638,1.89421489557108,1
2.58068924280283,0.817611772848151,2.46598144636659,3
2.30885776507864,2.93503768251834,2.90858097162322,3
2.51711584322015,1.86244725265462,2.18438311496462,2
1.48304207125287,3.61724499221205,1.65929997870490,3
0.818558047518816,2.09880752092957,1.85804154769571,2
0.582406699362494,3.01814204026234,1.49203158020406,2
1.00938079257334,2.18067868822510,1.77952293675612,2
3.24229087784796,0.397757756525035,2.09775186731589,1
3.63822202070294,0.223628448480276,2.46551102602568,1
0.855711107260321,3.59150368290107,3.87012413003437,1
1.64929279644315,0.486381530946265,3.90591611354353,1
3.34923485566697,2.09646626759372,2.44676076686177,1
3.61174693904186,1.73726068210981,0.742200017710782,3
2.63385618997920,3.30471835832434,1.61105919730419,2
2.86449382444327,1.96273965124310,2.61844499372434,3
0.451154799638504,2.32823180293970,3.65885848521509,2
3.51366420982530,0.668384054808725,2.58334070693861,2
0.234946171668549,3.88459624219729,2.21199816049080,1
-0.158828086911876,0.880766911880178,3.86703496441992,1
4.39457615492205,2.72708858156784,1.41856085304679,3
0.449913362845408,3.75813345640326,1.42002683847191,3
1.48642010731379,0.445155477788390,3.14204052327434,2
3.57420162212516,-0.140383100921414,2.17411608724759,3
0.224515571059429,1.44688454709001,2.24068527116413,3
2.96289925939671,2.60845220218103,1.71364061843298,3
2.15331434894474,-0.797937206550712,4.41797358998751,1
2.15341906685730,2.26855476104621,4.49518358220306,2
3.07533776214426,2.81082361451008,3.06107834991703,3
3.51353678449615,1.92026215892672,2.61979432605986,2
4.44762759480090,0.132983988261548,2.48737023485791,1
1.25490559012948,1.22649830198204,-0.304924479382871,3
-0.254402794819383,2.35265539576318,3.81076758887328,1
2.06905641656406,1.31482799613803,0.855220966818286,2
2.08878143579529,2.85144405829767,0.670128439471255,2
3.89204733913553,0.106919435559384,1.49709593734863,1
-0.924429202098033,2.74644448299249,1.57682436712355,1
-1.18170869037431,4.99636623202758,3.84699009457720,1
1.15257620118090,2.97655147021274,2.61830874476807,3
1.95785375125499,2.60482125898371,2.48245957817702,3
1.93014869987096,0.588087368523959,2.57439331155382,2
3.24021418584616,1.76979826917915,2.21114468746990,2
1.13235371846700,0.498271695749038,2.66557651686748,2
2.96520733528141,0.473428932630775,3.29465176353457,1
2.12312437489146,2.93131130515625,2.57523871892024,3
1.78742581155904,3.42729401497606,1.76764898994251,3
2.46802298225117,1.87856953288644,2.67919271295439,2
2.24241639223109,-0.631461863449574,2.54071394504184,1
-1.71942827603000,0.200441013903716,2.08234015905332,1
0.300004066030892,2.30862434114772,2.71185892911655,1
1.48218690137890,3.01958455973661,1.72281091978867,3
3.18675832395715,2.55455651416494,2.58399110326865,3
1.48232634643326,2.66610272762421,3.91710751180146,2
3.46365356711981,3.55038347849189,1.87490965474675,3
2.96721566402050,-0.792994010827613,2.62439042433087,1
1.16544769703952,2.05249714153135,1.58566612626729,2
1.56395009914730,3.15612524369566,2.34657274902432,3
-0.262218592238376,2.22966972736544,2.70467441830658,2
4.19509071344063,0.161976318366064,2.30604332456888,1
-0.576425997950147,1.65376279295063,1.93565645020790,1
0.957756988427639,1.41213571306420,1.87514158637791,2
2.29928493915981,-0.422898644999041,3.74098012396251,1
2.16858934470306,4.15912976881287,1.15882678485396,3
3.63418253231541,2.85174786839199,3.07408169400843,3
1.83067937830122,3.02140314687558,1.48502921014294,3
2.27194810944288,1.08346191059128,2.66813048410554,3
-0.316529468222442,3.84330744429456,3.07249843870959,1
2.61132152023078,0.275237124211108,2.27519435179170,3
-0.248230374783556,1.14499963374337,1.83929809899003,3
0.517643797675952,0.655994902224599,2.09504177355689,2
1.51036590717142,1.02554963851566,2.66666029416296,3
0.497622228884696,0.236505954427142,4.49944131485025,1
2.79078487715220,2.20827043426548,0.352482005207994,3
3.43995263917401,1.69994865974761,2.66194452821221,1
1.48840177686608,2.55773601748508,0.991587356299297,2
2.48365496524688,1.41164901431574,3.13950671957444,3
2.70889624874492,2.34567336718217,0.862327757835626,3
3.84728237019726,2.23180086083557,3.93558956897565,3
1.00538402096205,2.33173573177329,2.09551171086945,3
4.94799737690371,-0.992858674304843,2.23858515507950,1
0.938581007610759,0.278694355436397,3.59493918144452,1
1.53235382672551,1.73308989393476,3.62498898748052,3
2.62205202753536,0.787520104128661,2.17956787396020,3
0.200278877187407,1.38584461770941,1.15960975293254,2
3.47223982546082,2.04317725381580,2.76113024325031,3
1.89748520099604,1.96083318885624,2.64883901417959,2
2.67337111140481,1.25793009844539,0.550291351848019,2
3.76588152491466,1.75695685066172,1.10120287036514,2
-1.04485042713563,3.28099006792789,3.19230808428806,1
3.04719008875938,1.46140511671249,2.98509630482418,1
