x,y,class_prior
0.875215657046509,3.78490395334722,1
2.97013697960443,-0.334278668880772,0
2.31877282465094,-0.530485585922036,0
2.31817678813063,1.51230117409981,1
3.17108824616249,-1.33650704357450,0
1.27885881774987,1.44030203457658,1
-0.165633525847282,0.0255400274501181,0
0.112013827070289,0.172450113705569,0
-0.927410987515135,3.54514453308039,0
1.42592519509594,0.435680132571121,0
3.41540858104871,-0.0275654403349129,0
2.17001875406854,0.0736719819798536,0
2.19921208810176,5.22436896065180,0
2.54694531419393,0.550828331475605,0
3.20415435514814,0.668517613723381,0
-0.226053733098193,1.83313527803818,0
1.97781360505202,2.00194846210326,1
-0.00354129217197929,2.29897324578131,1
0.0768292633753774,1.99511949659784,0
0.766522543723418,1.85658278564909,1
1.46851508307331,2.26669667747644,1
-0.541910504817486,6.32002329867909,0
3.50168826713081,-0.169294180176521,0
-0.229519588829069,4.14421890295516,0
2.66030137732093,0.173362017797146,0
4.29668419683873,0.382476360359021,0
1.31406758379271,3.98410441825257,1
0.680420447865091,3.75195706990091,0
1.70475244464889,1.24570757381968,1
1.16095015375449,3.55004303153397,1
4.21571725070039,-0.205403099704586,0
3.59722538803222,-1.25875752248383,0
1.30832246654869,1.69111930911316,1
4.36774709816953,-0.0649018965045847,0
1.90257467329823,0.925995904743732,0
1.50206620356880,2.94553385618767,0
3.19946598514899,0.207870810527225,0
3.09962454894634,-0.900708858243095,0
4.87947775715714,0.798605507682220,0
1.09205275909644,0.906354863807915,1
0.00133793663453714,-0.812098527987784,0
0.683061033042944,5.87702580480615,0
-0.365269657014188,-0.342655449349636,0
0.792241516157056,2.09780280760457,0
2.72400909542180,2.68849514860029,1
3.74563964070402,0.643828437976640,1
-0.126906281122572,1.69713137010050,0
2.64156730116246,0.949323320172455,0
1.20778076072381,0.835436013452703,0
-1.20562901825430,4.47416059810977,0
2.66223187931882,2.58282708211522,1
-0.135855856788678,5.84528735600788,0
2.02121039006291,2.17448787753423,1
-0.341080991713115,2.76888140070726,0
2.85663779514808,1.14370432329403,1
1.71739148128125,0.196996513768704,0
-0.753556254106741,2.26637420792440,0
1.51918028991858,2.75849875264247,1
-1.15397460531394,3.23770748503186,0
1.06137173091977,5.80735749584305,0
1.85312144548124,0.705237184227722,0
0.366512673456473,0.526096489301559,0
3.65170313906787,-0.513120307429135,0
3.05747996558668,-0.00538471785058797,0
3.38032462359428,0.636847075118406,0
0.685072808729111,3.45183243174674,0
2.41737522795384,-0.0925512933499041,0
0.246285965448327,-0.0967443593545947,0
0.881422687219021,-0.415526881374779,0
4.62820979074554,0.424762555645908,0
1.21012676155195,1.70125780441262,1
3.70328492122021,-0.746309247043305,0
1.26998634956000,2.58217466710147,1
-0.152970908164618,2.98626822306331,0
-0.926328808587352,3.12944866373945,0
3.28706881375874,1.93297803631704,1
0.511711022682437,2.07827517831055,0
2.84595019647309,-0.0818129269312967,0
2.69893219308385,0.0246269211050276,0
0.518028983812595,0.524132404680297,1
-0.261202126603276,2.34130092186527,0
-1.70202137631048,0.698806364096594,0
3.06109222255438,1.36491716738247,0
0.421767483526659,3.27513015286498,0
1.88880504687923,-0.364797591926804,0
-1.05284977501202,4.00388134125583,0
2.80246587677169,0.218557731847210,0
4.11313286764235,0.263974429911573,0
0.387613759590100,2.99756577271295,0
2.38431561846060,3.06958276783897,1
0.942088619070619,3.78239810110764,0
3.32184960951729,-0.746235752649654,0
1.38242386641167,2.56491810945482,1
1.29227177997819,-0.371138623653299,0
2.40498131858583,0.787083106283425,0
-0.267443500600397,2.51312592231785,0
1.74564425248236,-0.745641483509164,0
2.53556971504599,0.885271092817668,0
1.80186731059251,2.14632178135246,1
4.53089123704780,-1.04455199262567,0
2.76029355204997,2.31908863447343,1
-0.735061706744050,1.45479744013090,0
1.59502972819698,-0.904449156707193,0
2.07517847858766,0.166264461007890,0
-0.579856683838138,4.09586438045955,0
3.92985956439905,0.608316010677495,0
2.19072634873311,0.705021623224523,1
-0.328540345053144,2.56678707416426,0
2.47822994541259,1.51238973034648,1
3.03397402316102,-0.398145553370058,0
4.23914881629756,1.15198343457116,1
1.61486511727984,2.42526419225167,1
-0.249143764707862,2.61133018588423,0
0.312510914660604,2.29853587797150,1
0.856097714038245,-0.256134058187366,0
-0.228859711456586,3.04124172954196,0
1.77540848403885,1.14361138877250,1
2.00562930738737,0.465332235180155,1
5.62550893882952,-0.346672273305329,0
-0.677819981844944,1.00183615787716,0
3.57531364559299,0.833065701234058,1
-0.327737304315480,5.18888014115279,0
-0.225237177466197,3.86144795987336,0
-0.172328294269613,1.74555221095906,0
2.20042556365908,2.81439046646846,1
2.01293062482235,1.90196329143921,1
0.836452163637473,1.26788302032351,1
4.11192817532590,0.332319553333989,0
0.555026152766907,3.66728355357422,0
2.01032420322703,1.72970675797258,1
-0.618121424639610,2.83509286462279,0
2.45615736276568,1.81179007553094,1
-0.446488097500163,4.11750489577226,0
5.13626779231712,1.58719351983899,0
0.566614207243823,2.53629213247089,1
-1.08354878127237,3.73262595473896,0
0.817084042059327,1.05011130857230,1
0.279000848254448,2.40464991568637,0
1.29699502625292,-0.400940723664537,0
3.40919740200771,1.63404839228297,1
0.979697397423450,3.24159539620711,0
4.01513401000393,0.444231106919430,0
4.61034529121212,-0.443285691210849,0
3.66258492304351,-0.160470522161592,0
-1.05576457934842,0.278959782578002,0
1.06121323269995,1.03997541806039,0
2.68331030900909,0.289255095865982,0
3.16821528419629,-0.690305831240199,0
2.74051021664847,1.61270183399907,1
3.04453421090756,1.39649364484281,1
1.05749033107668,2.68857893959838,0
0.640963419741812,5.30639243011302,0
-0.0189056536219060,2.18936117731363,0
-0.437363133706023,2.73152063625059,0
2.29754017051151,-0.763159243812870,0
3.40368256868522,-0.401153609585809,0
1.03112771820761,-0.162569297273050,0
3.70408788859332,0.881370118470656,0
3.83074888187364,-1.07757745980760,0
3.26289353109181,0.103715985858044,0
2.12510712097918,2.33022620525278,0
1.20713898415778,2.23110218769584,1
2.23497420789464,2.38939201112553,1
3.40004014701888,-0.507692577812573,0
0.501803282756336,0.696865551105002,1
3.52208957956865,-0.394884788889440,0
2.23936489886516,-1.27637418390934,0
0.0981937687108516,2.19896754314112,1
1.62073413887410,1.80451231337514,1
2.69839157283387,4.23661235241491,1
2.00928889731761,-0.980514520010732,0
3.13758414630688,0.728591596289142,1
-0.475680678791042,3.86758668609199,0
3.26267988007218,-0.0626742704254177,0
2.58928046969107,2.36327911466080,1
2.29307491267372,-0.0466832203210039,0
2.27476838321689,0.0952487629612705,0
3.02472237765398,-1.03417346633462,0
-0.957291413165538,4.66086806928610,0
-1.72602710357711,3.23400871850250,0
3.72188090538879,0.101078367565943,0
0.469992618648254,3.24268845945604,0
0.838333632012468,1.64350647903082,0
-0.0491276789051317,3.39542330681753,0
0.211969167401694,2.36865038982752,0
3.33862580504133,-0.125853937335722,0
3.23696063329006,-0.359250842512500,0
3.43701324846523,2.04961101366976,1
0.676153310592563,1.27913644482683,1
2.62935410554315,0.894254197636128,0
0.239860466010695,2.40424450812001,0
0.898567844454716,1.49066104011722,0
1.74973084935565,0.0404514154350633,0
0.686111409576929,3.22360404418716,0
2.42877758023130,3.75183807447149,1
0.676371083494130,5.08914137326770,0
2.78571771520724,-1.22559075211434,0
1.30642943747967,2.45010022925542,1
1.84351091580936,-0.199344473138069,1
1.32936504578406,1.64682619781767,1
0.582027809007839,2.45709910467330,0
3.36108936967828,1.64051902445005,0
1.91865599522280,0.0321632072995863,1
-0.913033382469746,2.24884888435955,0
-1.46578295676806,1.79006564304361,0
0.769064358378615,-0.610165826061531,0
2.72747199734785,0.175741692556792,0
0.159525425665538,2.00095262745500,0
-1.07702845987133,4.36084212214007,0
3.13356616752562,-0.595176978666381,0
-1.48241321245232,3.61843351677134,0
